target_id,prediction,probabilidade
drugbank_target|Q02641,1,0.37739088833533274
drugbank_target|P04293,0,0.22334647450681258
drugbank_target|P46098,0,0.15555997686061404
drugbank_target|P02753,1,0.356841303211031
drugbank_target|P10828,1,0.33860904012891585
drugbank_target|P47872,0,0.1264492684990896
drugbank_target|Q8IVH4,1,0.3503952819276217
drugbank_target|P00918,1,0.5
drugbank_target|P04818,1,0.3034205141886259
drugbank_target|P23921,1,0.2972803850228769
drugbank_target|P08620,0,0.25753413880171383
drugbank_target|P49286,0,0.1087640949114611
drugbank_target|P28845,0,0.22740064646170693
drugbank_target|P00374,1,0.43930950238955624
drugbank_target|P08709,0,0.28190943512065797
drugbank_target|P02766,0,0.25683435404101707
drugbank_target|Q9UDX4,0,0.2731164959801912
drugbank_target|Q9BXJ7,0,0.17946913212392965
drugbank_target|P18825,0,0.17591181994181912
drugbank_target|P05093,1,0.3539630563259419
drugbank_target|P0DMS8,0,0.09388637754676586
drugbank_target|Q9UM73,0,0.21491246225449945
drugbank_target|Q05586,1,0.33572625390270927
drugbank_target|P43700,0,0.2890921234157908
drugbank_target|P35968,0,0.22452648298116865
drugbank_target|Q06203,0,0.29495984664400526
drugbank_target|P47869,0,0.28982279217605633
drugbank_target|Q02127,1,0.3769870518208982
drugbank_target|P25103,0,0.11241736473881075
drugbank_target|P48551,0,0.1788203404607838
drugbank_target|P41595,0,0.19015892264718626
drugbank_target|O15399,0,0.202107200863625
drugbank_target|P32238,0,0.21464199564305358
drugbank_target|P11926,0,0.20373141127340608
drugbank_target|P08173,0,0.22608409192038104
drugbank_target|Q9GZZ6,0,0.16388199876417878
drugbank_target|P19793,1,0.34618760111440927
drugbank_target|O75311,0,0.25813608251521264
drugbank_target|O15554,0,0.2378291360197454
drugbank_target|Q13224,0,0.23857150147917455
drugbank_target|P41143,0,0.1364909761638955
drugbank_target|P00338,1,0.3682361092388364
drugbank_target|P22303,0,0.2080731941932966
drugbank_target|P31749,1,0.37818615742569395
drugbank_target|P43702,0,0.2843045717384293
drugbank_target|Q13936,0,0.13876440769045795
drugbank_target|P23415,0,0.26854428482737364
drugbank_target|P10398,1,0.3558384419269036
drugbank_target|P42684,1,0.34657001136099347
drugbank_target|Q14432,0,0.2081106777842119
drugbank_target|Q96Q40,0,0.28041159580696795
drugbank_target|P35367,0,0.25440074094611
drugbank_target|P29466,0,0.2919227637173522
drugbank_target|P28223,0,0.18300220441634932
drugbank_target|P30872,0,0.11270891354900735
drugbank_target|P10721,0,0.2583149973233121
drugbank_target|P31644,1,0.3411592491988523
drugbank_target|Q96P88,0,0.16064310683540173
drugbank_target|P48169,1,0.3137617718732091
drugbank_target|Q03154,0,0.28003474992904315
drugbank_target|O43497,0,0.13403441545127573
drugbank_target|P23975,0,0.12503053931078442
drugbank_target|P02919,1,0.39198381176616387
drugbank_target|P16473,0,0.17515522237294937
drugbank_target|P01130,1,0.3059904265526852
drugbank_target|P35348,0,0.17034105840887662
drugbank_target|P29762,1,0.3883139782044176
drugbank_target|P41180,0,0.14828523211000688
drugbank_target|P02787,1,0.33584235156789666
drugbank_target|P04626,0,0.18794924967959833
drugbank_target|O94788,0,0.21761114158450415
drugbank_target|P48039,0,0.13387716016400586
drugbank_target|P20701,0,0.19227523449842698
drugbank_target|P25101,0,0.17851083189386868
drugbank_target|P40394,1,0.31154596553466896
drugbank_target|P34903,0,0.27409706786104865
drugbank_target|P02768,1,0.3020671115502266
drugbank_target|P28335,0,0.19939247452556877
drugbank_target|P22748,1,0.3452576142023858
drugbank_target|P02671,1,0.436608601208517
drugbank_target|P18405,0,0.1684858725453145
drugbank_target|P04406,1,0.4337694251158235
drugbank_target|P09884,0,0.269653745577944
drugbank_target|P00352,1,0.2974035367510666
drugbank_target|P06401,0,0.1634386538387904
drugbank_target|P0A6R0,0,0.23941197122823638
drugbank_target|O43837,1,0.33658436662252345
drugbank_target|P08172,0,0.2551773174776972
drugbank_target|P14778,0,0.2799918642716045
drugbank_target|Q04609,0,0.24488339206184073
drugbank_target|P18089,0,0.1833619149468858
drugbank_target|P45954,0,0.2747134141395261
drugbank_target|P04035,0,0.16109909875555464
drugbank_target|P35368,0,0.20709086306346247
drugbank_target|Q14534,0,0.2261639748305368
drugbank_target|P31213,0,0.1217138204606594
drugbank_target|P02918,0,0.2707564675354688
drugbank_target|P40925,1,0.3378675840200145
drugbank_target|P42330,1,0.34921714428979406
drugbank_target|P12235,1,0.3294667614612635
drugbank_target|Q08210,1,0.40388069800505605
drugbank_target|P01619,0,0.19487405038643013
drugbank_target|P12236,1,0.35859227264917914
drugbank_target|P15509,1,0.3599412238953725
drugbank_target|P68871,1,0.389093353685593
drugbank_target|P41145,0,0.11746859980216807
drugbank_target|P15056,0,0.2807015155262704
drugbank_target|Q8TDS4,0,0.16037365180205285
drugbank_target|P30085,1,0.43829274619074954
drugbank_target|P42261,0,0.26703600860574084
drugbank_target|Q8TCU5,0,0.22688913308391437
drugbank_target|P08253,1,0.3105213468323718
drugbank_target|Q01959,0,0.10731977700344005
drugbank_target|P00390,0,0.2883936685750206
drugbank_target|P14784,0,0.17775009731076127
drugbank_target|P41439,1,0.34794592286124026
drugbank_target|P49788,1,0.3988064271679441
drugbank_target|P01589,1,0.33415169268133066
drugbank_target|P17181,0,0.22548158092814996
drugbank_target|P10276,0,0.2643704064087417
drugbank_target|P36896,0,0.2284515156533716
drugbank_target|P08235,0,0.23242398117071394
drugbank_target|P53985,0,0.1654716577169809
drugbank_target|P20138,1,0.3974171687152126
drugbank_target|Q13131,1,0.36406623876742933
drugbank_target|Q06432,0,0.10861084656261133
drugbank_target|P04278,0,0.2389419393315237
drugbank_target|P10827,1,0.31345359327210004
drugbank_target|O14842,0,0.1513002986150999
drugbank_target|P05230,1,0.4122265250417972
drugbank_target|P14902,0,0.28313575334838786
drugbank_target|P07550,0,0.15832745707964532
drugbank_target|P62942,1,0.38703887152766403
drugbank_target|Q8NFJ5,0,0.15543757301639946
drugbank_target|Q05932,0,0.25691634476341013
drugbank_target|P01375,0,0.2398088094650787
drugbank_target|P48443,1,0.3167357788634951
drugbank_target|Q14654,0,0.23602494651399575
drugbank_target|P05141,1,0.34969281663799257
drugbank_target|P12314,1,0.2978871108117659
drugbank_target|P25100,0,0.19083504434358978
drugbank_target|Q14181,0,0.1839549947595867
drugbank_target|Q03405,1,0.3533978862717877
drugbank_target|P06729,1,0.5933864903326781
drugbank_target|O14556,1,0.34859359582801713
drugbank_target|P15538,0,0.269046080533872
drugbank_target|P05023,0,0.2058058482880951
drugbank_target|Q99707,0,0.2307598922554126
drugbank_target|P30536,0,0.17065301705679778
drugbank_target|Q15822,0,0.1326887306961889
drugbank_target|P12081,1,0.3104232337220096
drugbank_target|P11388,1,0.4716411458423777
drugbank_target|P24228,1,0.3556598419838448
drugbank_target|P23416,0,0.2794970954581676
drugbank_target|P15121,1,0.3117927094071922
drugbank_target|P21802,0,0.2632538949769272
drugbank_target|P31645,0,0.10222107072126298
drugbank_target|P14416,0,0.20877086345998172
drugbank_target|Q12879,0,0.2767965839466423
drugbank_target|P20839,0,0.27362634776956035
drugbank_target|Q16445,0,0.2192144026753986
drugbank_target|P51788,0,0.17459118993763065
drugbank_target|P00533,0,0.2663276557999335
drugbank_target|P35372,0,0.18126887057667437
drugbank_target|P51553,1,0.3110705409209612
drugbank_target|Q07912,0,0.278157034656112
drugbank_target|P47901,0,0.18378187420893646
drugbank_target|P05546,1,0.3146419666981192
drugbank_target|P14324,0,0.18930529781068778
drugbank_target|P22033,0,0.2786751800966004
drugbank_target|P11473,0,0.29515599543774873
drugbank_target|Q09470,0,0.15455562594435535
drugbank_target|P33527,0,0.14918744941903975
drugbank_target|Q92731,1,0.30978857786296127
drugbank_target|Q99062,0,0.1964820485577353
drugbank_target|P04150,0,0.27091783341655845
drugbank_target|P14867,1,0.3459864395628953
drugbank_target|P28222,0,0.15934604791853524
drugbank_target|P0AFI2,1,0.3085551209746734
drugbank_target|P0AES6,1,0.3583054184825853
drugbank_target|P0AAI5,0,0.24314143758337217
drugbank_target|P0A953,0,0.23470956457412231
drugbank_target|P09211,0,0.25543641980830817
drugbank_target|P42262,0,0.26067478041143505
drugbank_target|P48058,0,0.25491261859519
drugbank_target|P42263,0,0.2940328886536529
drugbank_target|P12931,1,0.3419313027351344
drugbank_target|P06241,1,0.3564668035322241
drugbank_target|P07947,1,0.3204023880976278
drugbank_target|P29317,0,0.23865355409518024
drugbank_target|P06239,1,0.300108538051925
drugbank_target|P33681,0,0.29148507142403185
drugbank_target|P43681,0,0.17453374872969094
drugbank_target|P17787,0,0.16451241751602055
drugbank_target|P16234,0,0.22512942947269776
drugbank_target|P07333,0,0.22097422280340526
drugbank_target|P01031,0,0.21240090487012628
drugbank_target|P08069,0,0.23555559751256003
drugbank_target|O95180,0,0.1447516263779326
drugbank_target|Q02750,1,0.307669287620584
drugbank_target|Q14289,0,0.2467324624726279
drugbank_target|P05771,1,0.3603239303419853
drugbank_target|Q16850,0,0.2755211300296831
drugbank_target|P29972,0,0.15686909785190634
drugbank_target|Q9UKV0,1,0.3231764071146309
drugbank_target|P22102,0,0.22469698834849883
drugbank_target|P16410,0,0.10810400236527275
drugbank_target|O60427,0,0.19611224317251252
drugbank_target|Q00535,1,0.3942227995452113
drugbank_target|P51692,0,0.2763216095875071
drugbank_target|P26358,1,0.41294091933488647
drugbank_target|P10696,1,0.30298053362833677
drugbank_target|O75015,0,0.22234187534434305
drugbank_target|P20810,1,0.5973616107770372
drugbank_target|P30044,0,0.29349089792522925
drugbank_target|P01023,0,0.23353117942323626
drugbank_target|P51681,0,0.13192071530282864
drugbank_target|Q99519,0,0.25660943657391205
drugbank_target|P08581,0,0.22137558151189654
drugbank_target|P11217,1,0.3142366811123058
drugbank_target|P05231,0,0.23764612290767645
drugbank_target|P61073,0,0.1635330390089687
drugbank_target|P03956,1,0.3568997023684357
drugbank_target|P02652,1,0.31510243508248836
drugbank_target|P28482,1,0.2971390107504397
drugbank_target|P29274,0,0.14667027653759612
drugbank_target|P02763,1,0.3384152550618096
drugbank_target|P27169,0,0.20586822785907574
drugbank_target|P02778,1,0.33365192597112114
drugbank_target|O60494,0,0.11967761352414394
drugbank_target|P98164,0,0.17057266080472308
drugbank_target|P20333,0,0.24060260543567646
drugbank_target|P01009,0,0.28241879399001113
drugbank_target|P01133,0,0.22393854723596732
drugbank_target|P27986,1,0.3741968408785582
drugbank_target|O75469,1,0.34537923903666
drugbank_target|P06730,1,0.3545340013265436
drugbank_target|P49327,0,0.14411609438613382
drugbank_target|Q12882,0,0.22464167777757932
drugbank_target|P10145,1,0.4049955714996829
drugbank_target|Q04760,1,0.32177151749086325
drugbank_target|O95831,1,0.33361663159919336
drugbank_target|P45452,1,0.3639438616661975
drugbank_target|P17936,1,0.446609547200958
drugbank_target|P11387,1,0.7071920462045069
drugbank_target|P16860,1,0.37728471366757965
drugbank_target|Q9BYF1,0,0.2573938506023468
drugbank_target|P32418,0,0.15728107444661868
drugbank_target|O14965,1,0.4564962810357698
drugbank_target|Q16853,0,0.19770556957175334
drugbank_target|Q00987,1,0.35935837063088744
drugbank_target|Q03181,0,0.2952295438443926
drugbank_target|P99999,1,0.7006479712353694
drugbank_target|P13945,0,0.133032455702053
drugbank_target|P62937,1,0.48172376687442475
drugbank_target|P09038,1,0.6164251824757724
drugbank_target|P01042,1,0.45802021531901127
drugbank_target|Q16539,0,0.254014658558457
drugbank_target|P03951,1,0.3234560347469515
drugbank_target|Q8NER1,0,0.22290536989421572
drugbank_target|P07359,0,0.21489990110198032
drugbank_target|P24385,0,0.19949519164248947
drugbank_target|P48549,0,0.2710195281894462
drugbank_target|P60568,0,0.24136718500725446
drugbank_target|P48051,0,0.25630310412312934
drugbank_target|P08183,0,0.25309329729051866
drugbank_target|P21980,0,0.24146949709007284
drugbank_target|P26951,0,0.295157195906758
drugbank_target|P04629,0,0.18400790565020986
drugbank_target|P05412,1,0.41476726052549173
drugbank_target|P11168,0,0.11255729738160865
drugbank_target|Q96NT5,0,0.13091036264153305
drugbank_target|P01584,0,0.222136808334461
drugbank_target|P01019,0,0.18724056525028282
drugbank_target|P27361,0,0.2911602090211887
drugbank_target|P49841,1,0.4293005953423814
drugbank_target|Q9UNQ0,0,0.23388988388595125
drugbank_target|P04004,1,0.3457573453184249
drugbank_target|P24941,1,0.31835399546601806
drugbank_target|P16581,0,0.21478720890566
drugbank_target|P05164,1,0.33606600611274756
drugbank_target|P06493,1,0.34945006470252526
drugbank_target|P19838,0,0.28949031863692865
drugbank_target|P11413,1,0.2990894531638317
drugbank_target|P01138,1,0.39706851539483834
drugbank_target|P53779,0,0.2864553051147149
drugbank_target|P11137,1,0.3131444869909874
drugbank_target|P15309,0,0.22832687908369345
drugbank_target|P19367,0,0.28252549421670264
drugbank_target|Q16678,1,0.32038262524021166
drugbank_target|P16070,1,0.4295898048280678
drugbank_target|P19320,0,0.22662514114342364
drugbank_target|P08254,1,0.33820757147192076
drugbank_target|P02649,1,0.40982742100627045
drugbank_target|P07900,1,0.4161214537612095
drugbank_target|P14210,1,0.46269266226177
drugbank_target|O75762,0,0.23894474129843785
drugbank_target|P16870,0,0.2855934991981847
drugbank_target|Q08345,0,0.2307612356287341
drugbank_target|P17252,1,0.3537360926159291
drugbank_target|P27815,0,0.24283827792425253
drugbank_target|P19438,0,0.23384400940712066
drugbank_target|P00450,0,0.2911901253313131
drugbank_target|P16455,1,0.3097043573877983
drugbank_target|P48745,1,0.36475357643027867
drugbank_target|P48061,1,0.40027785699352003
drugbank_target|P07204,0,0.17612324313743544
drugbank_target|O14920,1,0.3024831061466431
drugbank_target|P05106,0,0.2572444384291417
drugbank_target|P98170,1,0.34052176536342005
drugbank_target|P32239,0,0.1985197809482279
drugbank_target|P16109,0,0.2454315017717127
drugbank_target|P42574,1,0.3428853958982204
drugbank_target|P78559,0,0.255872838425482
drugbank_target|P07355,1,0.43385445749182305
drugbank_target|Q9NR96,0,0.22078523899393315
drugbank_target|P31751,1,0.3528929613165124
drugbank_target|P00167,1,0.3092643481680639
drugbank_target|P13726,1,0.31621778945110945
drugbank_target|P02751,0,0.2516255398622422
drugbank_target|P22894,1,0.3361035569468731
drugbank_target|P15559,1,0.3146128774960877
drugbank_target|Q08257,1,0.32060611650516113
drugbank_target|Q7Z2W7,0,0.2221359806446537
drugbank_target|O15530,1,0.2972960923716241
drugbank_target|P13569,0,0.20464689592911892
drugbank_target|P25942,0,0.2296498877116112
drugbank_target|P39900,1,0.39394279812903404
drugbank_target|P06744,1,0.42461750191350867
drugbank_target|P22455,0,0.23028378501897398
drugbank_target|Q99808,0,0.09827541617333481
drugbank_target|P04040,1,0.43118202581264936
drugbank_target|P68400,1,0.3276656044160116
drugbank_target|P02743,0,0.20083282191677834
drugbank_target|P31939,0,0.25602357341122367
drugbank_target|O75874,1,0.3845114553060466
drugbank_target|P68363,0,0.2499635512945211
drugbank_target|P11309,0,0.26106772124822475
drugbank_target|Q06187,1,0.3311419580924047
drugbank_target|Q08499,1,0.31122226642392187
drugbank_target|P43403,1,0.3374293323744024
drugbank_target|P48736,0,0.28077727045974005
drugbank_target|P43405,1,0.40939807282055
drugbank_target|Q71U36,0,0.25552577299871726
drugbank_target|Q08881,1,0.33107511613155843
drugbank_target|P10724,0,0.2618089338517909
drugbank_target|P41240,1,0.32814986208922553
drugbank_target|Q9NY65,0,0.24857310785985479
drugbank_target|P68371,0,0.2822082478646033
drugbank_target|Q04759,1,0.31817594304317853
drugbank_target|Q9BQE3,0,0.2591564148278009
drugbank_target|P68366,0,0.25248224744897085
drugbank_target|Q01693,0,0.27368481814405554
drugbank_target|P04350,0,0.27464776710134986
drugbank_target|Q13509,0,0.28104075506037113
drugbank_target|P08631,1,0.3448001139363578
drugbank_target|Q27743,0,0.2819102654985795
drugbank_target|P20035,0,0.29135860091256477
drugbank_target|P09871,0,0.2550130477219418
drugbank_target|P50579,1,0.47051307447183327
drugbank_target|P9WI81,1,0.3139791588756015
drugbank_target|P55055,1,0.33333607880904903
drugbank_target|Q9BY41,0,0.21181346835587062
drugbank_target|P51512,1,0.38954568452809357
drugbank_target|P14555,1,0.44100678563396806
drugbank_target|P25774,1,0.4207686470922792
drugbank_target|O43570,0,0.23584855275583994
drugbank_target|P09960,0,0.2549423659555232
drugbank_target|P04075,1,0.3863308139841041
drugbank_target|P46925,0,0.2153168601439947
drugbank_target|P00751,1,0.3442565855327048
drugbank_target|P09874,1,0.45641199232141966
drugbank_target|P07477,1,0.3073362690023719
drugbank_target|P53355,0,0.2499637918734449
drugbank_target|Q96RI1,1,0.30016079423213554
drugbank_target|P09546,0,0.2391387678534748
drugbank_target|P49759,1,0.522971071967915
drugbank_target|P55210,1,0.40046710413529274
drugbank_target|P0A827,1,0.297696441141414
drugbank_target|P52732,1,0.35796563377036933
drugbank_target|P37173,1,0.29946146767887194
drugbank_target|P08238,1,0.38869469716203886
drugbank_target|P00521,1,0.37017838911065226
drugbank_target|P50613,1,0.3578343105044634
drugbank_target|P0ABP8,0,0.2620606898786381
drugbank_target|P0AEB2,1,0.3944885427841173
drugbank_target|Q99250,0,0.13740490371703706
drugbank_target|Q9NY46,0,0.13754874821040183
drugbank_target|Q9UQD0,0,0.14346310612356214
drugbank_target|O00408,0,0.2398087521636113
drugbank_target|P62508,0,0.1938470863396221
drugbank_target|P21964,0,0.20106709342065207
drugbank_target|P11511,0,0.23335829871508695
drugbank_target|P00736,1,0.2986635542818732
drugbank_target|P02745,1,0.42656950620939676
drugbank_target|P02746,1,0.49495010855288873
drugbank_target|P02747,1,0.3898014476151797
drugbank_target|P08637,1,0.3073209400754462
drugbank_target|P12318,1,0.3152569622905888
drugbank_target|P31994,1,0.2980093373597204
drugbank_target|P31995,1,0.32087099629255367
drugbank_target|P31785,0,0.28258839730710794
drugbank_target|P27797,1,0.46836287069495214
drugbank_target|P13727,0,0.277333956668777
drugbank_target|P32927,0,0.1983779700300481
drugbank_target|P34741,0,0.2589019704510798
drugbank_target|Q16270,1,0.386218133429055
drugbank_target|P11362,0,0.25041739357529
drugbank_target|P22607,0,0.24547548053211105
drugbank_target|P07711,1,0.34042710564730505
drugbank_target|P35346,0,0.11843940289631343
drugbank_target|P11216,1,0.2979941643924189
drugbank_target|Q9Y4U1,0,0.26364657022750504
drugbank_target|P19971,0,0.21605290063779758
drugbank_target|O00519,0,0.23419500797011453
drugbank_target|P27338,1,0.3171459346554115
drugbank_target|P21397,1,0.3406409091701492
drugbank_target|Q9HBH1,0,0.22223398986687284
drugbank_target|P47989,0,0.2775784385262081
drugbank_target|P50750,1,0.4420752655459686
drugbank_target|Q00534,1,0.31056084917719157
drugbank_target|P00813,1,0.33125400519238835
drugbank_target|P11802,0,0.27921352197509786
drugbank_target|P48544,0,0.2675837415515046
drugbank_target|P49336,1,0.5
drugbank_target|P30520,1,0.2976675330128963
drugbank_target|Q8N142,1,0.394502375206534
drugbank_target|O95864,0,0.2893369959659744
drugbank_target|Q14330,0,0.11726849436794212
drugbank_target|P36544,0,0.16037751409095294
drugbank_target|Q9UGM1,0,0.18674934035004892
drugbank_target|P18505,0,0.2940489508598738
drugbank_target|P28472,0,0.26727091449066953
drugbank_target|P47870,0,0.2768891875922183
drugbank_target|P20618,1,0.3289983103156064
drugbank_target|P28074,0,0.28930283279572366
drugbank_target|P49721,0,0.24865964695952517
drugbank_target|Q08493,1,0.31854747927220367
drugbank_target|Q13698,0,0.13568116448531709
drugbank_target|Q01668,0,0.16192343199526688
drugbank_target|P20815,1,0.32344660611577325
drugbank_target|P10635,0,0.20893397198195418
drugbank_target|Q13547,1,0.3897595815253054
drugbank_target|Q92769,1,0.42142406583435066
drugbank_target|O15379,0,0.2550725175182049
drugbank_target|Q9UBN7,0,0.2175113687409356
drugbank_target|Q2M3G0,0,0.2330007499237625
drugbank_target|P49356,0,0.18549536807850642
drugbank_target|P49354,1,0.3535543147824179
drugbank_target|Q16665,1,0.2970326431249668
drugbank_target|P51800,0,0.13865642194253314
drugbank_target|P42336,0,0.25444345816579234
drugbank_target|O00459,1,0.3557595468672049
drugbank_target|Q92569,1,0.4320842473312899
drugbank_target|P78527,0,0.13997762726963628
drugbank_target|P42345,0,0.21529410387674214
drugbank_target|Q00653,0,0.28323809962101726
drugbank_target|P0A0K8,1,0.3844386532799605
drugbank_target|P00441,1,0.4731160903930091
drugbank_target|P0AD68,1,0.3786833675148283
drugbank_target|Q9Y6K9,1,0.3846586181315951
drugbank_target|P41231,0,0.16167070254004287
drugbank_target|P08865,0,0.2858859601906106
drugbank_target|O00329,0,0.23929357428364828
drugbank_target|P42338,0,0.22441008569443122
drugbank_target|O60674,0,0.2801631735512361
drugbank_target|P07949,0,0.22703453613428817
drugbank_target|Q06609,1,0.31264151833769016
drugbank_target|P43490,1,0.35342314675961595
drugbank_target|P27695,1,0.43799713501301174
drugbank_target|Q05655,1,0.3207558996876059
drugbank_target|Q02880,1,0.44081608486216506
drugbank_target|Q69600,0,0.060893698298758875
drugbank_target|P05177,1,0.3051753706409135
drugbank_target|Q16206,1,0.31382477935973485
drugbank_target|Q16790,0,0.21224507544503962
drugbank_target|P35225,0,0.18874097376955593
drugbank_target|Q8WXI7,0,0.005847988674402327
drugbank_target|P03952,1,0.3201002714655539
drugbank_target|O00206,0,0.16385638916891226
drugbank_target|P32320,0,0.2339128948313906
drugbank_target|P16422,1,0.3699250105177457
drugbank_target|O14746,0,0.2807055721244034
drugbank_target|P31350,0,0.20009451585778343
drugbank_target|P54760,0,0.25727025165793427
drugbank_target|P48060,1,0.3218212624903861
drugbank_target|P08729,1,0.32238094122908195
drugbank_target|Q5T4S7,0,0.0980644485619063
drugbank_target|Q96EB6,0,0.2866879346888181
drugbank_target|P07237,0,0.2822200280520756
drugbank_target|P21796,1,0.5073110083819686
drugbank_target|P45880,1,0.4291374334679795
drugbank_target|Q9Y277,1,0.494333755782792
drugbank_target|Q14081,1,0.46859328394452776
drugbank_target|Q86US8,1,0.38743693761625037
drugbank_target|Q96KG9,1,0.3305543328030984
drugbank_target|Q15185,1,0.4428006860040532
drugbank_target|P04141,0,0.17001651798724243
drugbank_target|O14936,0,0.29226907582531736
drugbank_target|Q9NQX3,0,0.23799652901282894
drugbank_target|P94692,0,0.27382156037815086
drugbank_target|P96965,0,0.24207388200958457
drugbank_target|O67135,1,0.29925684095387317
drugbank_target|P27707,0,0.23246656669205118
drugbank_target|O00244,1,0.3531336401730503
drugbank_target|Q05397,0,0.28547266116288167
drugbank_target|P15531,1,0.29841662080009934
drugbank_target|P49763,0,0.24973936851782635
drugbank_target|Q8I3X4,0,0.2570250222894357
drugbank_target|P07360,0,0.264027318990624
drugbank_target|Q9GPQ4,0,0.21315310870369777
drugbank_target|Q9RW27,0,0.28976874730333124
drugbank_target|P30291,1,0.3104868577594795
drugbank_target|P0A786,1,0.32102860993284205
drugbank_target|Q9NXA8,1,0.3070024375409294
drugbank_target|Q7L5Y9,1,0.3917110990801654
drugbank_target|Q86VB7,0,0.2808468560596513
drugbank_target|Q02763,0,0.28636574255336084
drugbank_target|P04637,1,0.3153506941037753
drugbank_target|O96017,0,0.2927172908095044
drugbank_target|O14757,1,0.4005397803697986
